file,fs,seglen,f1_peak,f2_peak,b2_peak,f3_est,peak_z,peak_p,null_mean,null_sd
C:\Users\novot\DCN Python\Triality\data\synthetic\triad_data.csv,1000.0000000001102,4096,294.9218750000325,165.77148437501828,1.0000000000020022,49.07226562500541,0.0002220000674812062,0.4999114347875573,1.000000000002002,1.0002006190553473e-12
C:\Users\novot\DCN Python\Triality\data\synthetic\triad_test.csv,1000.0000000001102,4096,294.9218750000325,165.77148437501828,1.0000000000020022,49.07226562500541,0.0002220000674812062,0.4999114347875573,1.000000000002002,1.0002006190553473e-12
