plv_low_12,plv_mid_23,plv_high_13,pac_low_high_13,pac_low_mid_12,g12,g13,g23,lam,objective
1.0,1.0,1.0,0.24170749151103363,0.30727025071830844,0.05,0.0,-0.01,0.0,3.548977742229342
1.0,1.0,1.0,0.241707482233076,0.30727021032114427,0.05,0.0,0.0,0.0,3.54897769255422
1.0,1.0,1.0,0.241707482233076,0.30727021032114427,0.05,0.0,0.0,0.0,3.54897769255422
1.0,1.0,1.0,0.2417074822320303,0.3072702085330321,0.05,0.0,0.0,0.01,3.5489776907650623
1.0,1.0,1.0,0.24170747295572353,0.3072701702501894,0.05,0.0,0.01,0.0,3.548977643205913
1.0,1.0,1.0,0.24170747295572353,0.3072701702501894,0.05,0.0,0.01,0.0,3.548977643205913
1.0,1.0,1.0,0.24170747295441994,0.30727016957359415,0.05,0.0,0.01,0.01,3.548977642528014
1.0,1.0,1.0,0.2417073538426818,0.3072702517432239,0.05,0.01,-0.01,0.0,3.5489776055859057
1.0,1.0,1.0,0.2417073538426818,0.3072702517432239,0.05,0.01,-0.01,0.0,3.5489776055859057
1.0,1.0,1.0,0.2417073538415293,0.3072702503384437,0.05,0.01,-0.01,0.01,3.548977604179973
1.0,1.0,1.0,0.2417073445637668,0.30727021057764514,0.05,0.01,0.0,0.0,3.5489775551414118
1.0,1.0,1.0,0.2417073445637668,0.30727021057764514,0.05,0.01,0.0,0.0,3.5489775551414118
1.0,1.0,1.0,0.24170734456258292,0.30727020920220893,0.05,0.01,0.0,0.01,3.548977553764792
1.0,1.0,1.0,0.24170733528412716,0.3072701704218325,0.05,0.01,0.01,0.01,3.5489775057059596
1.0,1.0,1.0,0.24170733528412716,0.3072701704218325,0.05,0.01,0.01,0.01,3.5489775057059596
1.0,1.0,1.0,0.24170733528533228,0.3072701703353584,0.05,0.01,0.01,0.0,3.548977505620691
1.0,1.0,1.0,0.24170733528533228,0.3072701703353584,0.05,0.01,0.01,0.0,3.548977505620691
1.0,1.0,1.0,0.24170733528533228,0.3072701703353584,0.05,0.01,0.01,0.0,3.548977505620691
1.0,1.0,1.0,0.24170733528533228,0.3072701703353584,0.05,0.01,0.01,0.0,3.548977505620691
1.0,1.0,1.0,0.2417073260074931,0.3072701300424733,0.05,0.01,0.02,0.0,3.5489774560499665
1.0,1.0,1.0,0.2417073260074931,0.3072701300424733,0.05,0.01,0.02,0.0,3.5489774560499665
1.0,1.0,1.0,0.24170732600631586,0.3072701296128045,0.05,0.01,0.02,0.01,3.5489774556191205
1.0,1.0,1.0,0.2417073167301518,0.3072700896491425,0.05,0.01,0.03,0.0,3.5489774063792945
1.0,1.0,1.0,0.2417073167301518,0.3072700896491425,0.05,0.01,0.03,0.0,3.5489774063792945
1.0,1.0,1.0,0.24170731672892531,0.30727008900303093,0.05,0.01,0.03,0.01,3.5489774057319563
1.0,1.0,1.0,0.24170719760004367,0.3072701702465035,0.05,0.02,0.01,0.01,3.5489773678465473
1.0,1.0,1.0,0.24170719760122836,0.30727016999610574,0.05,0.02,0.01,0.0,3.548977367597334
1.0,1.0,1.0,0.24170719760122836,0.30727016999610574,0.05,0.02,0.01,0.0,3.548977367597334
1.0,1.0,1.0,0.24170718832120275,0.30727013021232197,0.05,0.02,0.02,0.01,3.5489773185335247
1.0,1.0,1.0,0.2417071883223905,0.3072701294593361,0.05,0.02,0.02,0.0,3.5489773177817265
1.0,1.0,1.0,0.2417071883223905,0.3072701294593361,0.05,0.02,0.02,0.0,3.5489773177817265
1.0,1.0,1.0,0.24170717904402014,0.30727008936916606,0.05,0.02,0.03,0.0,3.548977268413186
1.0,1.0,1.0,0.24170717904402014,0.30727008936916606,0.05,0.02,0.03,0.0,3.548977268413186
1.0,1.0,1.0,0.24170717904278413,0.307270088709449,0.05,0.02,0.03,0.01,3.548977267752233
1.0,1.0,1.0,0.2417070599020307,0.30727017030501774,0.05,0.03,0.01,0.01,3.5489772302070484
1.0,1.0,1.0,0.24170705990329494,0.307270169477167,0.05,0.03,0.01,0.0,3.548977229380462
1.0,1.0,1.0,0.24170705990329494,0.307270169477167,0.05,0.03,0.01,0.0,3.548977229380462
1.0,1.0,1.0,0.2417070506222014,0.3072701306037868,0.05,0.03,0.02,0.01,3.5489771812259883
1.0,1.0,1.0,0.24170705062344802,0.30727012923483993,0.05,0.03,0.02,0.0,3.548977179858288
1.0,1.0,1.0,0.24170705062344802,0.30727012923483993,0.05,0.03,0.02,0.0,3.548977179858288
1.0,1.0,1.0,0.24170704134292112,0.3072700899214388,0.05,0.03,0.03,0.01,3.54897713126436
1.0,1.0,1.0,0.2417070413439661,0.30727008921184373,0.05,0.03,0.03,0.0,3.5489771305558095
1.0,1.0,1.0,0.2417070413439661,0.30727008921184373,0.05,0.03,0.03,0.0,3.5489771305558095
1.0,1.0,1.0,0.24170762915908123,0.30726885417982946,0.060000000000000005,-0.01,-0.01,0.0,3.548976483338911
1.0,1.0,1.0,0.24170762915908123,0.30726885417982946,0.060000000000000005,-0.01,-0.01,0.0,3.548976483338911
1.0,1.0,1.0,0.2417076291578707,0.30726885410856514,0.060000000000000005,-0.01,-0.01,0.01,3.548976483266436
1.0,1.0,1.0,0.24170761988656633,0.3072688145349271,0.060000000000000005,-0.01,0.0,0.01,3.5489764344214936
1.0,1.0,1.0,0.24170761988772663,0.3072688124459841,0.060000000000000005,-0.01,0.0,0.0,3.5489764323337107
1.0,1.0,1.0,0.24170761988772663,0.3072688124459841,0.060000000000000005,-0.01,0.0,0.0,3.5489764323337107
1.0,1.0,1.0,0.24170761061570875,0.30726877452131796,0.060000000000000005,-0.01,0.01,0.01,3.548976385137027
1.0,1.0,1.0,0.24170761061684937,0.3072687733073748,0.060000000000000005,-0.01,0.01,0.0,3.548976383924224
1.0,1.0,1.0,0.24170761061684937,0.3072687733073748,0.060000000000000005,-0.01,0.01,0.0,3.548976383924224
1.0,1.0,1.0,0.24170749150542079,0.3072688543343506,0.060000000000000005,0.0,-0.01,0.0,3.5489763458397716
1.0,1.0,1.0,0.24170749150542079,0.3072688543343506,0.060000000000000005,0.0,-0.01,0.0,3.5489763458397716
1.0,1.0,1.0,0.24170749150429877,0.30726885411126864,0.060000000000000005,0.0,-0.01,0.01,3.5489763456155674
1.0,1.0,1.0,0.2417074822331239,0.30726881472011264,0.060000000000000005,0.0,0.0,0.0,3.548976296953237
1.0,1.0,1.0,0.2417074822331239,0.30726881472011264,0.060000000000000005,0.0,0.0,0.0,3.548976296953237
1.0,1.0,1.0,0.24170748223198482,0.30726881467713785,0.060000000000000005,0.0,0.0,0.01,3.5489762969091228
1.0,1.0,1.0,0.24170747296015316,0.3072687732735368,0.060000000000000005,0.0,0.01,0.01,3.54897624623369
1.0,1.0,1.0,0.2417074729612232,0.30726877251860407,0.060000000000000005,0.0,0.01,0.0,3.5489762454798273
1.0,1.0,1.0,0.2417074729612232,0.30726877251860407,0.060000000000000005,0.0,0.01,0.0,3.5489762454798273
1.0,1.0,1.0,0.24170735383668715,0.3072688549136267,0.060000000000000005,0.01,-0.01,0.01,3.5489762087503136
1.0,1.0,1.0,0.24170735383777056,0.30726885422188716,0.060000000000000005,0.01,-0.01,0.0,3.5489762080596576
1.0,1.0,1.0,0.24170735383777056,0.30726885422188716,0.060000000000000005,0.01,-0.01,0.0,3.5489762080596576
1.0,1.0,1.0,0.2417073445634522,0.3072688153785788,0.060000000000000005,0.01,0.0,0.01,3.548976159942031
1.0,1.0,1.0,0.24170734456457588,0.3072688144487366,0.060000000000000005,0.01,0.0,0.0,3.5489761590133124
1.0,1.0,1.0,0.24170734456457588,0.3072688144487366,0.060000000000000005,0.01,0.0,0.0,3.5489761590133124
1.0,1.0,1.0,0.24170733529061914,0.30726877354839577,0.060000000000000005,0.01,0.01,0.01,3.548976108839015
1.0,1.0,1.0,0.24170733529061914,0.30726877354839577,0.060000000000000005,0.01,0.01,0.01,3.548976108839015
1.0,1.0,1.0,0.24170733529188204,0.30726877226977767,0.060000000000000005,0.01,0.01,0.0,3.5489761075616597
1.0,1.0,1.0,0.24170733529188204,0.30726877226977767,0.060000000000000005,0.01,0.01,0.0,3.5489761075616597
1.0,1.0,1.0,0.24170733529188204,0.30726877226977767,0.060000000000000005,0.01,0.01,0.0,3.5489761075616597
1.0,1.0,1.0,0.24170733529188204,0.30726877226977767,0.060000000000000005,0.01,0.01,0.0,3.5489761075616597
1.0,1.0,1.0,0.2417073260194851,0.3072687339341543,0.060000000000000005,0.01,0.02,0.0,3.5489760599536395
1.0,1.0,1.0,0.2417073260194851,0.3072687339341543,0.060000000000000005,0.01,0.02,0.0,3.5489760599536395
1.0,1.0,1.0,0.2417073260183574,0.3072687323625711,0.060000000000000005,0.01,0.02,0.01,3.5489760583809282
1.0,1.0,1.0,0.24170731674773616,0.30726869404578383,0.060000000000000005,0.01,0.03,0.0,3.54897601079352
1.0,1.0,1.0,0.24170731674773616,0.30726869404578383,0.060000000000000005,0.01,0.03,0.0,3.54897601079352
1.0,1.0,1.0,0.24170731674654822,0.30726869227703085,0.060000000000000005,0.01,0.03,0.01,3.548976009023579
1.0,1.0,1.0,0.24170719760736376,0.3072687755899012,0.060000000000000005,0.02,0.01,0.01,3.548975973197265
1.0,1.0,1.0,0.24170719760856002,0.30726877415564685,0.060000000000000005,0.02,0.01,0.0,3.548975971764207
1.0,1.0,1.0,0.24170719760856002,0.30726877415564685,0.060000000000000005,0.02,0.01,0.0,3.548975971764207
1.0,1.0,1.0,0.24170718833518162,0.30726873320615383,0.060000000000000005,0.02,0.02,0.0,3.5489759215413352
1.0,1.0,1.0,0.24170718833518162,0.30726873320615383,0.060000000000000005,0.02,0.02,0.0,3.5489759215413352
1.0,1.0,1.0,0.24170718833401422,0.30726873307109004,0.060000000000000005,0.02,0.02,0.01,3.548975921405104
1.0,1.0,1.0,0.2417071790625562,0.30726869336392065,0.060000000000000005,0.02,0.03,0.0,3.548975872426477
1.0,1.0,1.0,0.2417071790625562,0.30726869336392065,0.060000000000000005,0.02,0.03,0.0,3.548975872426477
1.0,1.0,1.0,0.2417071790613884,0.3072686920682189,0.060000000000000005,0.02,0.03,0.01,3.548975871129607
1.0,1.0,1.0,0.24170705991124675,0.30726877349669235,0.060000000000000005,0.03,0.01,0.0,3.548975833407939
1.0,1.0,1.0,0.24170705991124675,0.30726877349669235,0.060000000000000005,0.03,0.01,0.0,3.548975833407939
1.0,1.0,1.0,0.24170705991008046,0.3072687727606581,0.060000000000000005,0.03,0.01,0.01,3.5489758326707386
1.0,1.0,1.0,0.2417070506370745,0.3072687339311211,0.060000000000000005,0.03,0.02,0.0,3.5489757845681957
1.0,1.0,1.0,0.2417070506370745,0.3072687339311211,0.060000000000000005,0.03,0.02,0.0,3.5489757845681957
1.0,1.0,1.0,0.24170705063595269,0.30726873336772137,0.060000000000000005,0.03,0.02,0.01,3.548975784003674
1.0,1.0,1.0,0.2417070413622327,0.30726869236563553,0.060000000000000005,0.03,0.03,0.01,3.5489757337278682
1.0,1.0,1.0,0.2417070413633623,0.3072686922416857,0.060000000000000005,0.03,0.03,0.0,3.5489757336050483
1.0,1.0,1.0,0.2417070413633623,0.3072686922416857,0.060000000000000005,0.03,0.03,0.0,3.5489757336050483
