rms1,rms2,rms3,corr12,corr13,corr23,plv_low_12,plv_mid_23,plv_high_13,pac_low_high_13,pac_low_mid_12,g12,g13,g23,lam,objective
0.0012517674329688,9.102629286834768e-06,2.0513906731985e-06,-0.8124875889907754,-0.9945845915959142,0.8644192935802957,1.0,1.0,1.0,0.0272198836273992,0.043431881731995,0.02,0.05,0.02,0.0,3.0706517653593943
0.0012517886285535,9.375002158641434e-06,2.051519641020488e-06,-0.7555868121999445,-0.9945839689424012,0.8153389457363684,1.0,1.0,1.0,0.0267764808027708,0.0438719999424847,0.0,0.05,0.02,0.03,3.0706484807452554
0.0012517936550166,9.377030130143176e-06,1.5742481075496865e-06,-0.7552681223306308,-0.9942474133373932,0.802856722426349,1.0,1.0,1.0,0.0271747185177006,0.0434422425946236,0.0,0.02,0.0,0.03,3.070616961112324
0.0012517724572868,9.104587594729864e-06,1.5742434206177166e-06,-0.8122564038688228,-0.9942474313061738,0.8526682456435821,1.0,1.0,1.0,0.0272029072234421,0.0433321631292988,0.02,0.02,0.0,0.03,3.070535070352741
0.0012517412617105,8.746572617537568e-06,1.577917051215259e-06,-0.8632231220986886,-0.9944692872515776,0.8942696738442031,1.0,1.0,1.0,0.0272114325032166,0.0433211025423817,0.05,0.02,0.05,0.0,3.070532535045598
0.0012517973644379,9.377030056852886e-06,1.3933152283527704e-06,-0.7552678629387485,-0.9914958736215658,0.7855290366082357,1.0,1.0,1.0,0.0271955313612087,0.0433308506729038,0.0,0.0,0.0,0.03,3.0705263820341124
0.0012517936641512,9.374920719132736e-06,1.5758622756989374e-06,-0.7556082438247391,-0.9943388302371956,0.8023092142396284,1.0,1.0,1.0,0.0272086931892807,0.0432433047871023,0.0,0.02,0.02,0.03,3.070451997976383
0.0012517761689692,9.102507876739186e-06,1.3917136155025835e-06,-0.8125090234571436,-0.9915660269423416,0.8353234871674092,1.0,1.0,1.0,0.0271942752889792,0.0432038285726401,0.02,0.0,0.02,0.01,3.0703981038616193
0.0012517886285905,9.375002506669018e-06,2.051514162954187e-06,-0.7555867401890827,-0.99458397174835,0.8153388279730405,1.0,1.0,1.0,0.027246460384695,0.043133627959724,0.0,0.05,0.02,0.0,3.070380088344419
0.0012517412616688,8.746572225611908e-06,1.5779204502949405e-06,-0.8632231702721386,-0.9944692961988664,0.8942697809805308,1.0,1.0,1.0,0.0272110933614735,0.0431557137234887,0.05,0.02,0.05,0.03,3.0703668070849623
0.0012517674329321,9.102628943710618e-06,2.051395956672908e-06,-0.8124876460428389,-0.9945845902721536,0.8644193785318348,1.0,1.0,1.0,0.0272020076260394,0.0430774720646435,0.02,0.05,0.02,0.03,3.070279479690683
0.0012517674080101,9.104589618385111e-06,2.0468047271534624e-06,-0.8122565283964859,-0.9944851190302788,0.8647811605464042,1.0,1.0,1.0,0.0272466170222039,0.0430040461718763,0.02,0.05,0.0,0.0,3.0702506631940802
0.0012517674079977,9.104589502748648e-06,2.046806481677979e-06,-0.8122565476597065,-0.9944851186364728,0.8647811885768284,1.0,1.0,1.0,0.027595245192696,0.0426523796075189,0.02,0.05,0.0,0.01,3.070247624800215
0.0012517936641942,9.374921177052547e-06,1.575858568655322e-06,-0.7556081407247448,-0.994338819296858,0.8023089884780957,1.0,1.0,1.0,0.0272479575849045,0.0428813321231572,0.0,0.02,0.02,0.0,3.0701292897080616
0.0012517412616967,8.746572486895098e-06,1.577918184239546e-06,-0.8632231381565195,-0.994469290234021,0.8942697095563844,1.0,1.0,1.0,0.0272506843374225,0.0427842995753581,0.05,0.02,0.05,0.01,3.0700349839127807
0.0012517724573152,9.1045878875214e-06,1.574241071701945e-06,-0.8122563541046779,-0.9942474244747762,0.8526681356602572,1.0,1.0,1.0,0.027253353083318,0.0427139656001743,0.02,0.02,0.0,0.01,3.069967318683492
0.0012517936641799,9.374921024412492e-06,1.5758598043336246e-06,-0.7556081750914863,-0.9943388229436654,0.8023090637321378,1.0,1.0,1.0,0.027254257949761,0.0427122657743804,0.0,0.02,0.02,0.01,3.0699665237241414
0.0012517761689382,9.102507545515753e-06,1.391714635538969e-06,-0.8125090801714722,-0.991566063359805,0.8353236941554032,1.0,1.0,1.0,0.027250623988169,0.0426984718163943,0.02,0.0,0.02,0.03,3.069949095804563
0.0012517724686066,9.102556113692395e-06,1.5757809374591969e-06,-0.8125004685657705,-0.9943386229143556,0.8521213840710641,1.0,1.0,1.0,0.0272524134301597,0.0425346029192058,0.02,0.02,0.02,0.03,3.0697870163493657
0.0012517973644695,9.377030413912249e-06,1.3933141882271898e-06,-0.7552677794899444,-0.9914958332724187,0.7855287744386854,1.0,1.0,1.0,0.0272595463000124,0.0425066944753414,0.0,0.0,0.0,0.01,3.069766240775354
0.0012517724573295,9.10458803391667e-06,1.574239897247808e-06,-0.8122563292225449,-0.9942474210590456,0.8526680806684023,1.0,1.0,1.0,0.0272861425920734,0.0422678940697247,0.02,0.02,0.0,0.0,3.069554036661798
0.0012517936778793,9.371773340995315e-06,1.578414644233077e-06,-0.7561137992024158,-0.994470840483569,0.801492642930519,1.0,1.0,1.0,0.0272510008202443,0.0422819786601622,0.0,0.02,0.05,0.01,3.0695329794804067
0.0012517973644853,9.37703059244239e-06,1.39331366817062e-06,-0.755267737765424,-0.9914958130976482,0.7855286433532682,1.0,1.0,1.0,0.0272887582832849,0.0420936105935183,0.0,0.0,0.0,0.0,3.0693823688768034
0.0012517973644853,9.374866958720976e-06,1.3917531331761137e-06,-0.755622473062887,-0.9915682543648168,0.7847597566563318,1.0,1.0,1.0,0.027288086107066,0.042092277578621,0.0,0.0,0.02,0.0,3.069380363685687
0.0012517973644853,9.37163801086012e-06,1.389566371247103e-06,-0.756149910623085,-0.9916697125413068,0.7836171099813133,1.0,1.0,1.0,0.0272870780067126,0.0420924467087172,0.0,0.0,0.05,0.0,3.06937952471543
